#,DateTime,"Temp, °C","Intensity, Lux"
1,11/2/23 12:48,20.996,0
2,11/2/23 12:58,21.187,0
3,11/2/23 13:08,21.091,0
4,11/2/23 13:18,21.091,0
5,11/2/23 13:28,21.282,0
6,11/2/23 13:38,21.378,0
7,11/2/23 13:48,21.282,0
8,11/2/23 13:58,20.805,0
9,11/2/23 14:08,20.424,0
10,11/2/23 14:18,20.329,0
11,11/2/23 14:28,20.519,0
12,11/2/23 14:38,20.615,0
13,11/2/23 14:48,20.901,0
14,11/2/23 14:58,14.804,176356.7
15,11/2/23 15:08,13.076,176356.7
16,11/2/23 15:18,12.98,176356.7
17,11/2/23 15:28,12.883,176356.7
18,11/2/23 15:38,12.787,176356.7
19,11/2/23 15:48,12.69,176356.7
20,11/2/23 15:58,12.497,170845.6
21,11/2/23 16:08,12.497,170845.6
22,11/2/23 16:18,12.401,176356.7
23,11/2/23 16:28,12.401,170845.6
24,11/2/23 16:38,12.304,170845.6
25,11/2/23 16:48,12.207,170845.6
26,11/2/23 16:58,11.819,170845.6
27,11/2/23 17:08,11.722,170845.6
28,11/2/23 17:18,11.625,170845.6
29,11/2/23 17:28,11.625,170845.6
30,11/2/23 17:38,11.625,170845.6
31,11/2/23 17:48,11.528,170845.6
32,11/2/23 17:58,11.528,170845.6
33,11/2/23 18:08,11.528,170845.6
34,11/2/23 18:18,11.431,170845.6
35,11/2/23 18:28,11.334,170845.6
36,11/2/23 18:38,11.334,170845.6
37,11/2/23 18:48,11.236,170845.6
38,11/2/23 18:58,11.236,170845.6
39,11/2/23 19:08,11.139,170845.6
40,11/2/23 19:18,11.041,170845.6
41,11/2/23 19:28,11.041,170845.6
42,11/2/23 19:38,10.944,170845.6
43,11/2/23 19:48,10.944,170845.6
44,11/2/23 19:58,10.846,170845.6
45,11/2/23 20:08,10.748,170845.6
46,11/2/23 20:18,10.748,170845.6
47,11/2/23 20:28,10.748,170845.6
48,11/2/23 20:38,10.748,170845.6
49,11/2/23 20:48,10.651,170845.6
50,11/2/23 20:58,10.651,170845.6
51,11/2/23 21:08,10.553,170845.6
52,11/2/23 21:18,10.553,170845.6
53,11/2/23 21:28,10.455,170845.6
54,11/2/23 21:38,10.455,170845.6
55,11/2/23 21:48,10.455,170845.6
56,11/2/23 21:58,10.357,170845.6
57,11/2/23 22:08,10.357,170845.6
58,11/2/23 22:18,10.259,170845.6
59,11/2/23 22:28,10.259,170845.6
60,11/2/23 22:38,10.259,170845.6
61,11/2/23 22:48,10.161,170845.6
62,11/2/23 22:58,10.161,170845.6
63,11/2/23 23:08,10.161,170845.6
64,11/2/23 23:18,10.161,170845.6
65,11/2/23 23:28,10.063,170845.6
66,11/2/23 23:38,10.063,170845.6
67,11/2/23 23:48,10.063,170845.6
68,11/2/23 23:58,9.965,170845.6
69,11/3/23 00:08,9.965,170845.6
70,11/3/23 00:18,9.965,170845.6
71,11/3/23 00:28,9.866,170845.6
72,11/3/23 00:38,9.866,170845.6
73,11/3/23 00:48,9.866,170845.6
74,11/3/23 00:58,9.768,170845.6
75,11/3/23 01:08,9.768,170845.6
76,11/3/23 01:18,9.768,170845.6
77,11/3/23 01:28,9.768,170845.6
78,11/3/23 01:38,9.669,170845.6
79,11/3/23 01:48,9.669,165334.4
80,11/3/23 01:58,9.669,165334.4
81,11/3/23 02:08,9.669,165334.4
82,11/3/23 02:18,9.571,165334.4
83,11/3/23 02:28,9.571,165334.4
84,11/3/23 02:38,9.571,165334.4
85,11/3/23 02:48,9.571,165334.4
86,11/3/23 02:58,9.571,165334.4
87,11/3/23 03:08,9.472,165334.4
88,11/3/23 03:18,9.472,165334.4
89,11/3/23 03:28,9.472,165334.4
90,11/3/23 03:38,9.472,165334.4
91,11/3/23 03:48,9.373,165334.4
92,11/3/23 03:58,9.373,165334.4
93,11/3/23 04:08,9.373,165334.4
94,11/3/23 04:18,9.275,165334.4
95,11/3/23 04:28,9.275,165334.4
96,11/3/23 04:38,9.275,165334.4
97,11/3/23 04:48,9.275,165334.4
98,11/3/23 04:58,9.275,165334.4
99,11/3/23 05:08,9.275,165334.4
100,11/3/23 05:18,9.176,165334.4
101,11/3/23 05:28,9.176,165334.4
102,11/3/23 05:38,9.176,165334.4
103,11/3/23 05:48,9.176,165334.4
104,11/3/23 05:58,9.176,165334.4
105,11/3/23 06:08,9.077,165334.4
106,11/3/23 06:18,9.077,165334.4
107,11/3/23 06:28,9.077,165334.4
108,11/3/23 06:38,9.077,165334.4
109,11/3/23 06:48,9.077,165334.4
110,11/3/23 06:58,9.077,165334.4
111,11/3/23 07:08,8.978,165334.4
112,11/3/23 07:18,8.978,165334.4
113,11/3/23 07:28,8.978,165334.4
114,11/3/23 07:38,8.978,165334.4
115,11/3/23 07:48,8.978,165334.4
116,11/3/23 07:58,8.978,165334.4
117,11/3/23 08:08,8.978,165334.4
118,11/3/23 08:18,8.978,165334.4
119,11/3/23 08:28,8.978,165334.4
120,11/3/23 08:38,8.978,165334.4
121,11/3/23 08:48,8.978,165334.4
122,11/3/23 08:58,8.978,165334.4
123,11/3/23 09:08,8.978,165334.4
124,11/3/23 09:18,9.077,165334.4
125,11/3/23 09:28,9.077,165334.4
126,11/3/23 09:38,9.176,165334.4
127,11/3/23 09:48,9.176,165334.4
128,11/3/23 09:58,9.275,165334.4
129,11/3/23 10:08,9.373,165334.4
130,11/3/23 10:18,9.472,165334.4
131,11/3/23 10:28,9.571,165334.4
132,11/3/23 10:38,9.669,170845.6
133,11/3/23 10:48,9.866,170845.6
134,11/3/23 10:58,10.063,170845.6
135,11/3/23 11:08,10.357,170845.6
136,11/3/23 11:18,10.651,170845.6
137,11/3/23 11:28,10.944,170845.6
138,11/3/23 11:38,11.236,170845.6
139,11/3/23 11:48,11.334,170845.6
140,11/3/23 11:58,11.625,170845.6
141,11/3/23 12:08,11.625,170845.6
142,11/3/23 12:18,11.722,176356.7
143,11/3/23 12:28,12.013,176356.7
144,11/3/23 12:38,12.883,176356.7
145,11/3/23 12:48,13.076,176356.7
146,11/3/23 12:58,13.173,176356.7
147,11/3/23 13:08,13.269,176356.7
148,11/3/23 13:18,13.269,176356.7
149,11/3/23 13:28,13.365,176356.7
150,11/3/23 13:38,13.365,176356.7
151,11/3/23 13:48,13.461,176356.7
152,11/3/23 13:58,13.461,176356.7
153,11/3/23 14:08,13.461,176356.7
154,11/3/23 14:18,13.461,176356.7
155,11/3/23 14:28,13.461,176356.7
156,11/3/23 14:38,13.461,176356.7
157,11/3/23 14:48,13.461,176356.7
158,11/3/23 14:58,13.461,176356.7
159,11/3/23 15:08,13.365,176356.7
160,11/3/23 15:18,13.365,176356.7
161,11/3/23 15:28,13.269,176356.7
162,11/3/23 15:38,13.173,176356.7
163,11/3/23 15:48,13.076,176356.7
164,11/3/23 15:58,12.98,176356.7
165,11/3/23 16:08,12.883,176356.7
166,11/3/23 16:18,12.787,176356.7
167,11/3/23 16:28,12.69,176356.7
168,11/3/23 16:38,12.594,176356.7
169,11/3/23 16:48,12.497,176356.7
170,11/3/23 16:58,12.11,176356.7
171,11/3/23 17:08,11.916,176356.7
172,11/3/23 17:18,11.916,176356.7
173,11/3/23 17:28,11.916,176356.7
174,11/3/23 17:38,11.819,176356.7
175,11/3/23 17:48,11.819,170845.6
176,11/3/23 17:58,11.722,176356.7
177,11/3/23 18:08,11.722,176356.7
178,11/3/23 18:18,11.722,170845.6
179,11/3/23 18:28,11.625,170845.6
180,11/3/23 18:38,11.528,170845.6
181,11/3/23 18:48,11.528,170845.6
182,11/3/23 18:58,11.431,170845.6
183,11/3/23 19:08,11.334,170845.6
184,11/3/23 19:18,11.334,170845.6
185,11/3/23 19:28,11.236,170845.6
186,11/3/23 19:38,11.139,170845.6
187,11/3/23 19:48,11.139,170845.6
188,11/3/23 19:58,11.041,170845.6
189,11/3/23 20:08,11.041,170845.6
190,11/3/23 20:18,10.944,170845.6
191,11/3/23 20:28,10.944,170845.6
192,11/3/23 20:38,10.846,170845.6
193,11/3/23 20:48,10.748,170845.6
194,11/3/23 20:58,10.748,170845.6
195,11/3/23 21:08,10.651,170845.6
196,11/3/23 21:18,10.651,170845.6
197,11/3/23 21:28,10.553,170845.6
198,11/3/23 21:38,10.553,170845.6
199,11/3/23 21:48,10.553,170845.6
200,11/3/23 21:58,10.455,170845.6
201,11/3/23 22:08,10.455,170845.6
202,11/3/23 22:18,10.455,170845.6
203,11/3/23 22:28,10.357,170845.6
204,11/3/23 22:38,10.357,170845.6
205,11/3/23 22:48,10.259,170845.6
206,11/3/23 22:58,10.259,170845.6
207,11/3/23 23:08,10.259,170845.6
208,11/3/23 23:18,10.161,170845.6
209,11/3/23 23:28,10.161,170845.6
210,11/3/23 23:38,10.161,170845.6
211,11/3/23 23:48,10.063,170845.6
212,11/3/23 23:58,10.063,170845.6
213,11/4/23 00:08,10.063,170845.6
214,11/4/23 00:18,10.063,170845.6
215,11/4/23 00:28,9.965,170845.6
216,11/4/23 00:38,9.965,170845.6
217,11/4/23 00:48,9.965,170845.6
218,11/4/23 00:58,9.866,170845.6
219,11/4/23 01:08,9.866,170845.6
220,11/4/23 01:18,9.866,165334.4
221,11/4/23 01:28,9.866,170845.6
222,11/4/23 01:38,9.866,165334.4
223,11/4/23 01:48,9.768,170845.6
224,11/4/23 01:58,9.768,170845.6
225,11/4/23 02:08,9.768,170845.6
226,11/4/23 02:18,9.768,170845.6
227,11/4/23 02:28,9.768,165334.4
228,11/4/23 02:38,9.669,165334.4
229,11/4/23 02:48,9.669,165334.4
230,11/4/23 02:58,9.669,165334.4
231,11/4/23 03:08,9.669,165334.4
232,11/4/23 03:18,9.571,165334.4
233,11/4/23 03:28,9.571,165334.4
234,11/4/23 03:38,9.571,165334.4
235,11/4/23 03:48,9.571,165334.4
236,11/4/23 03:58,9.571,165334.4
237,11/4/23 04:08,9.571,165334.4
238,11/4/23 04:18,9.472,165334.4
239,11/4/23 04:28,9.472,165334.4
240,11/4/23 04:38,9.373,165334.4
241,11/4/23 04:48,9.373,165334.4
242,11/4/23 04:58,9.472,165334.4
243,11/4/23 05:08,9.472,165334.4
244,11/4/23 05:18,9.373,165334.4
245,11/4/23 05:28,9.373,165334.4
246,11/4/23 05:38,9.373,165334.4
247,11/4/23 05:48,9.373,165334.4
248,11/4/23 05:58,9.373,165334.4
249,11/4/23 06:08,9.373,165334.4
